Scholarship URL,Scholarship Title,Provided By,Amount,Deadline,Description
http://www.fastweb.com/college-scholarships/scholarships/23980-st-john-the-baptist-polish-society-scholarship-mrctc,St. John the Baptist Polish Society Scholarship - MRCTC,Mesabi Range Community and Technical College,$300,Varies,"The St. John the Baptist Polish Society Scholarship is open to students at Mesabi Range Community and Technical College, Virginia Campus.  You must be of Polish descent and have a minimum 3.0 GPA.  Also, you must demonstrate involvement in school and community activities and show academic achievement to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/125058-irina-and-olga-pikovskaya-scholarship,Irina and Olga Pikovskaya Scholarship,"Long Island University, College of Pharmacy and Health Sciences",Varies,Varies,The Irina and Olga Pikovskaya Scholarship is available to P-3 students at Long Island University - Arnold and Marie Schwartz College of Pharmacy and Health Sciences.  Preference is given to single women who are fluent in an Eastern European language and have a dependent child or children
http://www.fastweb.com/college-scholarships/scholarships/40763-patricia-a-szymczyk-bulter-expendable-scholarship,Patricia A. Szymczyk Bulter Expendable Scholarship,Michigan State University,Varies,Varies,The Patricia A. Szymczyk Bulter Expendable Scholarship is available to international freshmen entering Michigan State University.  You must be a graduate of a high school in Poland to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/29306-nowel-scholarship,Nowel Scholarship,Providence College,Varies,Varies,The Nowel Scholarship is available to students at Providence College.  You must be of Polish descent and demonstrate financial need to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/111410-william-a-and-virginia-m-troy-scholarship,William A. and Virginia M. Troy Scholarship,Buffalo State - The State University of New York,Varies,Varies,"The William A. and Virginia M. Troy Scholarship is available to sophomore, junior, and senior students at Buffalo State who are residents of Erie or Niagara County.  You must have a minimum 3.25 GPA to be eligible for this award.  Preference will be given to students of Polish ancestry."
http://www.fastweb.com/college-scholarships/scholarships/39631-clark-paul-halstead-and-maria-halstead-gu-scholarship,Clark Paul Halstead and Maria Halstead GU Scholarship,Georgetown University,Varies,Varies,The Clark Paul Halstead and Maria Halstead GU Scholarship is open to Polish and Polish-American students attending Georgetown University.  Financial need is also required.
http://www.fastweb.com/college-scholarships/scholarships/25529-william-and-ruth-scott-scholarship,William and Ruth Scott Scholarship,Creighton University,Varies,Varies,The William and Ruth Scott Scholarship is available to students at Creighton University.  You must either be an undergraduate student enrolled in the pre-medicine program or a student already enrolled in the medical school to be eligible for this award.  Primary consideration will be given to students from Poland.  This award is renewable with academic progress.
http://www.fastweb.com/college-scholarships/scholarships/130451-sophie-swienton-endowed-scholarship,Sophie Swienton Endowed Scholarship,Loyola University Chicago - School of Law,Varies,Varies,"The Sophie Swienton Endowed Scholarship is available to upperclass students attending Loyola University School of Law - Chicago.  You must be an American citizen of Polish descent to be eligible for this award.  In addition, you must demonstrate academic merit, financial need and extracurricular achievement."
http://www.fastweb.com/college-scholarships/scholarships/56021-united-political-club-scholarship-holy-family-university,United Political Club Scholarship - Holy Family University,Holy Family University,Varies,Varies,The United Political Club Scholarship is available to students at Holy Family University.  You must be of Polish descent and demonstrate financial need and merit to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/30640-michael-m-muchisky-ph-d-scholarship,"Michael M. Muchisky, Ph.D. Scholarship",Cazenovia College,Varies,Varies,"The Michael M. Muchisky, Ph.D. Scholarship is available to students at Cazenovia College who are majoring in psychology.  You must have ranked in the top twenty- five percent of your prior- year academic program and must also be of Ukrainian or Polish descent to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/90540-rixio-medina-and-associates-hispanics-in-safety-scholarship,Rixio Medina and Associates Hispanics in Safety Scholarship,American Society of Safety Engineers,"$4,000","December 01, 2015",The Rixio Medina and Associates Hispanics in Safety Scholarship is available to students pursuing degrees in occupational safety and health or a related field.  You must be bilingual (Spanish - English) to be eligible for this award.  Preference is given to Hispanic students and students at ABET- accredited schools.
http://www.fastweb.com/college-scholarships/scholarships/61302-hispanic-scholarship-csu-stanislaus,Hispanic Scholarship - CSU Stanislaus,"California State University, Stanislaus","$3,000",Varies,"The Hispanic Scholarship is available to full-time students at California State University, Stanislaus.  You must have at least one parent of Mexican, Puerto Rican, Caribbean, Central or South American heritage, be a resident of California and have a minimum 3.0 GPA to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/154446-hispanic-heritage-youth-award,Hispanic Heritage Youth Award,Hispanic Heritage Foundation,"$1,000","September 15, 2015","The Hispanic Heritage Youth Award is available to high school juniors of Hispanic / Latino descent.  You must have a minimum 3.0 GPA to be eligible for this award.  You or one of your parents must be able to directly trace your ancestry to Latin America, Spain, Portugal, Brazil, the Spanish speaking Caribbean, or the Philippines."
http://www.fastweb.com/college-scholarships/scholarships/30424-trujillo-chemistry-award,Trujillo Chemistry Award,San Joaquin Delta College,$250,Varies,"The Trujillo Chemistry Award is available to students at San Joaquin Delta College.  The Achievement Award is available to students who, through outstanding commitment and perseverance, have overcome obstacles and achieved great progress in chemistry.  The Hispanic Student Award is available to Hispanic chemistry students who have a minimum 3 GPA.  Additionally, you must be enrolled in at least nine units and be taking or have completed Chemistry 1A or 1B to be eligible for either award."
http://www.fastweb.com/college-scholarships/scholarships/29518-dian-and-andy-lopez-scholarship,Dian and Andy Lopez Scholarship,"University of Minnesota, Morris",Varies,Varies,"The Dian and Andy Lopez Scholarship is available to third- year computer science majors at the University of Minnesota, Morris.  You must have a minimum GPA of 3.0 to be eligible for this award.  Preference is given to students of color, female students and international students of color."
http://www.fastweb.com/college-scholarships/scholarships/142984-thomas-y-minniece-memorial-scholarship,Thomas Y. Minniece Memorial Scholarship,Meridian Community College,Varies,"December 01, 2015",The Thomas Y. Minniece Memorial Scholarship is available to students at Meridian Community College.  You must be from Latin America to qualify for this award.
http://www.fastweb.com/college-scholarships/scholarships/39437-candelaria-scholarship-fund-for-hispanic-students,Candelaria Scholarship Fund for Hispanic Students,University of Northern Colorado - Graduate Awards,Varies,Varies,"The Candelaria Scholarship Fund for Hispanic Students is open to Hispanic graduate students attending the University of Northern Colorado.  You must be a first generation college student, have a minimum 3.0 GPA and demonstrate low income eligibility to be considered for this award."
